Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Teak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chestnut Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wenge Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Baobab Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sequoia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kapok Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ebony Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Balsa Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Walnut Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Greenheart Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahoe Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Poplar Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Papaya Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plum Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Citrus Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Sequoia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ipe Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Padauk Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cocobolo Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zebrawood Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Teak Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chestnut Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wenge Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Baobab Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sequoia Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kapok Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ebony Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Balsa Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Walnut Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Greenheart Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahoe Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Poplar Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Papaya Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plum Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Citrus Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Sequoia Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ipe Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Padauk Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cocobolo Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zebrawood Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Teak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chestnut Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wenge Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Baobab Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sequoia Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kapok Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ebony Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Balsa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Walnut Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Greenheart Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahoe Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Poplar Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Papaya Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plum Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Citrus Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Sequoia Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ipe Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Padauk Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cocobolo Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zebrawood Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Teak Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chestnut Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wenge Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Baobab Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sequoia Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kapok Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ebony Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Balsa Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Walnut Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Greenheart Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahoe Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Poplar Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Papaya Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plum Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Citrus Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Sequoia Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ipe Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Padauk Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cocobolo Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zebrawood Wood Planks (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ferrous Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shiny Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mana Infused Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ferrous Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shiny Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mana Infused Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Invar Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Signalum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lumium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enderium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellorite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellorium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyanite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graphite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blutonium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ludicrite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Placeholder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Distortion Flame
appliedenergistics2:item.ItemFacade:0, Cable Facade - Draconium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Draconium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Charged Draconium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Energy Pylon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Awakened Draconium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Draconium Infused Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Admin Dislocator
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.blockConduitFacade.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrical Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Confusing Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concussion Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Angel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block Update Detector
appliedenergistics2:item.ItemFacade:0, Cable Facade - Edged Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender-infused Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burnt Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frosted Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Border Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Unstable Ingot Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Border Stone (Alternate)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magical Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Core
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond-Etched Computational Matrix
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender-Sand Alloy
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carved 'Eminence' Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.extrautils:pureLove.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bedrockium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Red Frequency)
